subject_id,title,url,pub_info,tag,scraped
36897362,我用中文做了场梦,https://book.douban.com/subject/36897362/,[意] 亚历（Alessandro Ceschi） / 文汇出版社 / 2024-7 / 69.00元,外国文学,False
36429692,简单的激情,https://book.douban.com/subject/36429692/,[法] 安妮·埃尔诺 / 袁筱一 / 上海人民出版社 / 2023-7-31 / 45.00元,外国文学,False
36754770,我们八月见,https://book.douban.com/subject/36754770/,[哥伦比亚]加西亚·马尔克斯 / 侯健 / 南海出版公司 / 2024-3-6 / 39.00元,外国文学,False
34990839,地下室手记,https://book.douban.com/subject/34990839/,[俄] 陀思妥耶夫斯基 / 曾思艺 / 浙江文艺出版社 / 2020-5 / 39.80元,外国文学,False
10594787,霍乱时期的爱情,https://book.douban.com/subject/10594787/,[哥伦比亚] 加西亚·马尔克斯 / 杨玲 / 南海出版公司 / 2012-9-1 / 39.50元,外国文学,False
36594895,生活的囚徒,https://book.douban.com/subject/36594895/,[爱尔兰] 威廉·特雷弗 / 亚可 / 上海译文出版社 / 2023-11 / 65.00元,外国文学,False
26757680,面纱,https://book.douban.com/subject/26757680/,[英] 威廉·萨默塞特·毛姆 / 于大卫 / 江西人民出版社 / 2016-4-1 / 39.8元,外国文学,False
36078195,一个女人的故事: 全新修订版,https://book.douban.com/subject/36078195/,[法]安妮·埃尔诺 / 郭玉梅 / 上海人民出版社 / 2022-10 / 38.00,外国文学,False
36946791,向坐着的人指控爱情,https://book.douban.com/subject/36946791/,[哥伦比亚] 加西亚·马尔克斯 / 侯健 / 南海出版公司 / 2025-2 / 39.00元,外国文学,False
36528801,羊奶煮羊羔,https://book.douban.com/subject/36528801/,[俄]尤里·波利亚科夫 / 谷兴亚 / 上海三联书店 / 2024-12 / 69.80元,外国文学,False
37016658,小城与不确定性的墙,https://book.douban.com/subject/37016658/,[日] 村上春树 / 施小炜 / 江苏凤凰文艺出版社 / 2024-10 / 89.90元,外国文学,False
30286914,基督山伯爵,https://book.douban.com/subject/30286914/,[法]大仲马 / 周克希 / 译林出版社 / 2018-10 / 138,外国文学,False
37042948,束草的冬天,https://book.douban.com/subject/37042948/,[法] 埃莉萨·秀雅·迪萨潘 / 狄佳 / 上海译文出版社 / 2024-10 / 56,外国文学,False
36986587,我的骨头没有忘记,https://book.douban.com/subject/36986587/,[美] 斯蒂芬妮·胡 / 高语冰 / 广东经济出版社 / 2024-9 / 59.80元,外国文学,False
37009820,莉莉亚娜不可战胜的夏天,https://book.douban.com/subject/37009820/,[墨西哥] 克里斯蒂娜·里韦拉·加尔萨 / 姚云青 / 广西师范大学出版社 / 2024-11 / 68.00元,外国文学,False
26878124,我的天才女友: 那不勒斯四部曲1,https://book.douban.com/subject/26878124/,[意] 埃莱娜·费兰特 / 陈英 / 人民文学出版社 / 2017-1 / 42.00元,外国文学,False
6781808,杀死一只知更鸟,https://book.douban.com/subject/6781808/,[美] 哈珀·李 / 高红梅 / 译林出版社 / 2012-9 / 32.00元,外国文学,False
1770782,追风筝的人,https://book.douban.com/subject/1770782/,[美] 卡勒德·胡赛尼 / 李继宏 / 上海人民出版社 / 2006-5 / 29.00元,外国文学,False
37161510,耶路撒冷没有海滩,https://book.douban.com/subject/37161510/,[以]伊多·格芬 / 郑晓阳 / 南海出版公司 / 2025-1 / 59.00元,外国文学,False
